nohup: ignoring input
[3957/3964] generating... response=1
[3958/3964] generating... response=1
[3959/3964] generating... response=1
[3960/3964] generating... response=1
[3961/3964] generating... response=1
[3962/3964] generating... response=1
[3963/3964] generating... response=1
[3964/3964] generating... response=1
Total: 3964 | Errors: 0 | Unparsed: 2
Done.
